Crse Lst,Crse Lst Descr,Eff Date,Crse Lst Effective Status,Crse Seq,Course ID,Subject,Catalog Nbr,description,WildCard,Wildcard Acad Group,Wildcard Subject,Wildcard Catalog,Valid Beg,Valid End,Term Code,Term Descr,Class Assoc,Topic ID,Req Designation,subject,course
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,152,39964,ANTHRCUL,232,Anth Genes Idents,N,,,,2003-09-02,2009-12-14,,,0,80,,ANTHRCU,ANTHRCU 232
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,450,49169,ANTHRCUL,235,Crime and Punishment,N,,,,2019-08-21,,,,0,0,,ANTHRCU,ANTHRCU 235
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,455,49169,ANTHRCUL,235,Crime and Punishment,N,,,,2019-08-21,,,,0,0,,ANTHRCU,ANTHRCU 235
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,15,4677,ANTHRCUL,272,Lang in Soc,N,,,,1998-01-07,2016-04-30,,,0,0,,ANTHRCU,ANTHRCU 272
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,419,4677,ANTHRCUL,272,Lang in Soc,N,,,,2017-01-01,,,,0,0,,ANTHRCU,ANTHRCU 272
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,93,18447,ANTHRCUL,298,Sociocul Anth Topics,N,,,,2006-01-05,2010-04-21,,,0,81,,ANTHRCU,ANTHRCU 298
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,519,18447,ANTHRCUL,298,Sociocul Anth Topics,N,,,,2021-05-01,,,,0,82,,ANTHRCU,ANTHRCU 298
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,92,18447,ANTHRCUL,298,Sociocul Anth Topics,N,,,,2006-01-05,2010-04-21,,,0,80,,ANTHRCU,ANTHRCU 298
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,125,21055,ANTHRCUL,314,Cuba&its Diaspora,N,,,,2004-01-06,2009-04-22,,,0,80,,ANTHRCU,ANTHRCU 314
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,328,21055,ANTHRCUL,314,Cuba&its Diaspora,N,,,,2010-09-07,,,,0,0,,ANTHRCU,ANTHRCU 314
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,16,4681,ANTHRCUL,315,Nat Am Peop N Amer,N,,,,2001-09-05,,,,0,0,,ANTHRCU,ANTHRCU 315
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,59,14215,ANTHRCUL,319,Lat-Amer Soc,N,,,,2002-09-03,,,,0,80,,ANTHRCU,ANTHRCU 319
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,236,14215,ANTHRCUL,319,Lat-Amer Soc,N,,,,2008-01-03,,,,0,0,,ANTHRCU,ANTHRCU 319
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,162,41386,ANTHRCUL,335,Tokyo-Tel Aviv,N,,,,2006-01-05,2011-04-20,,,0,80,,ANTHRCU,ANTHRCU 335
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,39,5970,ANTHRCUL,343,E Eur-Revol&Reform,N,,,,2006-01-05,2009-04-22,,,0,80,,ANTHRCU,ANTHRCU 343
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,38,5476,ANTHRCUL,346,Colonial Latin Amer,N,,,,2006-01-05,,,,0,80,,ANTHRCU,ANTHRCU 346
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,221,5476,ANTHRCUL,346,Colonial Latin Amer,N,,,,2005-01-05,2005-12-13,,,0,0,,ANTHRCU,ANTHRCU 346
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,242,21467,ANTHRCUL,355,Health African Wrlds,N,,,,2008-04-29,,,,0,0,,ANTHRCU,ANTHRCU 355
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,17,1516,ANTHRCUL,370,Lang&Discrim,N,,,,2005-09-06,,,,0,0,,ANTHRCU,ANTHRCU 370
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,161,41229,ANTHRCUL,436,Hum Rights Gndr Cult,N,,,,2005-09-06,2011-04-20,,,0,80,,ANTHRCU,ANTHRCU 436
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,78,16619,ANTHRCUL,447,Rac&Hum Natr,N,,,,2004-09-07,,,,0,0,,ANTHRCU,ANTHRCU 447
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,148,39205,ANTHRCUL,461,"Lang, Cult in N Amer",N,,,,2002-01-07,2007-04-18,,,0,80,,ANTHRCU,ANTHRCU 461
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,449,48189,ARCH,216,Contested Spaces,N,,,,2019-08-21,,,,0,0,,ARC,ARC 216
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,191,39009,ARCH,409,Special Topics Arch,N,,,,2004-01-06,2009-04-22,,,0,80,,ARC,ARC 409
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,433,5435,ARMENIAN,389,Armenians in Turkey,N,,,,2018-08-18,,,,0,0,,ARMENIA,ARMENIA 389
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,263,43027,ARTDES,303,Special Topics Sem,N,,,,,,1760.0,Fall 2009,1,0,,ARTDE,ARTDE 303
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,267,43027,ARTDES,303,Special Topics Sem,N,,,,2009-09-08,,,,0,80,,ARTDE,ARTDE 303
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,280,4760,ASIAN,204,E Asia:Early Trans,N,,,,2011-01-05,,,,0,0,,ASIA,ASIA 204
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,283,4760,ASIAN,204,E Asia:Early Trans,N,,,,2010-09-07,,,,0,0,,ASIA,ASIA 204
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,301,4760,ASIAN,204,E Asia:Early Trans,N,,,,2010-09-04,,,,0,0,,ASIA,ASIA 204
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,318,4761,ASIAN,205,Modern East Asia,N,,,,2012-01-04,,,,0,0,,ASIA,ASIA 205
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,50,8019,ASIAN,207,Southeast Asian Civ,N,,,,2006-01-05,,,,0,80,,ASIA,ASIA 207
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,377,8019,ASIAN,207,Southeast Asian Civ,N,,,,2014-08-16,,,,0,0,,ASIA,ASIA 207
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,196,8019,ASIAN,207,Southeast Asian Civ,N,,,,2006-09-05,,,,0,80,,ASIA,ASIA 207
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,330,42970,ASIAN,210,Philippine Cult&Hist,N,,,,2012-09-04,,,,0,0,,ASIA,ASIA 210
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,313,43915,ASIAN,248,Jesus Comes to Asia,N,,,,2012-01-04,,,,0,0,,ASIA,ASIA 248
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,319,43915,ASIAN,248,Jesus Comes to Asia,N,,,,2012-01-04,,,,0,0,,ASIA,ASIA 248
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,246,20215,ASIAN,259,Mod India and S Asia,N,,,,2009-01-07,,,,0,0,,ASIA,ASIA 259
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,364,20215,ASIAN,259,Mod India and S Asia,N,,,,2013-12-21,,,,0,0,,ASIA,ASIA 259
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,158,40962,ASIAN,260,Intro to Chinese Civ,N,,,,2007-09-04,,,,0,81,,ASIA,ASIA 260
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,362,40962,ASIAN,260,Intro to Chinese Civ,N,,,,2013-12-21,,,,0,0,,ASIA,ASIA 260
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,273,40962,ASIAN,260,Intro to Chinese Civ,N,,,,2009-09-08,,,,0,0,,ASIA,ASIA 260
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,333,20433,ASIAN,261,Religion&Culture,N,,,,2013-01-09,,,,0,0,,ASIA,ASIA 261
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,251,42325,ASIAN,261,Intro Modern China,N,,,,2009-01-07,,,,0,80,,ASIA,ASIA 261
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,230,42325,ASIAN,261,Intro Modern China,N,,,,2007-01-04,2008-12-20,,,0,0,,ASIA,ASIA 261
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,297,44168,ASIAN,276,India as Homeland,N,,,,2011-09-06,,,,0,80,,ASIA,ASIA 276
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,292,44168,ASIAN,276,India as Homeland,N,,,,2011-09-06,,,,0,0,,ASIA,ASIA 276
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,156,40743,ASIAN,308,Arts&Ideas S&SE Asia,N,,,,2004-09-07,,,,0,0,,ASIA,ASIA 308
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,237,40688,ASIAN,324,Islam in South Asia,N,,,,2008-09-02,,,,0,0,,ASIA,ASIA 324
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,380,42816,ASIAN,332,S. Asian Identity,N,,,,,,,,0,81,,ASIA,ASIA 332
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,265,42816,ASIAN,332,S. Asian Identity,N,,,,2009-01-07,,,,0,80,,ASIA,ASIA 332
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,503,45819,ASIAN,334,Prejudice: India&US,N,,,,2020-12-19,,,,0,0,,ASIA,ASIA 334
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,200,41613,ASIAN,340,G Khan to Taliban,N,,,,2006-01-05,,,,0,0,,ASIA,ASIA 340
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,96,18526,ASIANPAM,214,Asian/Pacif Amer St,N,,,,2001-01-04,,,,0,0,,ASIANPA,ASIANPA 214
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,464,45604,ASIANPAM,301,Topics in A/PIA,N,,,,2019-12-21,,,,0,80,,ASIANPA,ASIANPA 301
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,405,45605,ASIANPAM,310,A/PIA Studies & SS,N,,,,2016-01-01,,,,0,80,,ASIANPA,ASIANPA 310
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,401,45605,ASIANPAM,310,A/PIA Studies & SS,N,,,,2016-01-01,,,,0,2,,ASIANPA,ASIANPA 310
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,155,40735,ASIANPAM,353,Asians Amer Film&TV,N,,,,2004-09-07,,,,0,0,,ASIANPA,ASIANPA 353
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,9,40735,ASIANPAM,353,Asians Amer Film&TV,N,,,,2004-09-07,,,,0,0,,ASIANPA,ASIANPA 353
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,334,45056,BCS,350,Holocaust Legacy,N,,,,2012-12-21,,,,0,0,,BC,BC 350
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,385,43326,CLARCH,223,Greeks & Barbarians,N,,,,2015-01-01,,,,0,0,,CLARC,CLARC 223
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,294,18769,CLCIV,121,CC Sem Comp,N,,,,2011-01-05,,,,0,4,,CLCI,CLCI 121
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,298,18769,CLCIV,121,CC Sem Comp,N,,,,2011-01-05,,,,0,80,,CLCI,CLCI 121
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,385,43326,CLCIV,223,Greeks & Barbarians,N,,,,2015-01-01,,,,0,0,,CLCI,CLCI 223
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,243,17307,CLCIV,345,Anct Slavery,N,,,,2008-09-02,,,,0,0,,CLCI,CLCI 345
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,252,40859,CLCIV,350,Classical Topics,N,,,,2007-01-04,,,,0,80,,CLCI,CLCI 350
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,476,48968,COMM,306,Media Topics in HU,N,,,,2019-12-21,,,,0,81,,COM,COM 306
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,461,48968,COMM,306,Media Topics in HU,N,,,,2019-08-21,,,,0,80,,COM,COM 306
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,277,22064,COMM,404,Media & Comm Topics,N,,,,2010-01-06,,,,0,82,,COM,COM 404
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,258,22064,COMM,404,Media & Comm Topics,N,,,,2009-01-07,,,,0,81,,COM,COM 404
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,165,22064,COMM,404,Media & Comm Topics,N,,,,2004-01-06,2009-04-22,,,0,80,,COM,COM 404
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,343,45232,COMM,444,"Race, Repr & Media",N,,,,2013-08-17,,,,0,0,,COM,COM 444
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,344,45237,COMM,457,Citizenship after TV,N,,,,2013-08-17,,,,0,0,,COM,COM 457
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,164,22062,COMM,458,Media Systems Topics,N,,,,2004-01-06,2009-04-22,,,0,81,,COM,COM 458
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,272,22062,COMM,458,Media Systems Topics,N,,,,2004-01-06,2009-04-22,,,0,80,,COM,COM 458
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,175,22062,COMM,458,Media Systems Topics,N,,,,2006-01-05,,,,0,82,,COM,COM 458
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,345,45244,COMM,470,Minority Self-Rep,N,,,,2013-08-17,,,,0,0,,COM,COM 470
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,346,45249,COMM,486,Afro-Asian Pop Cult,N,,,,2013-08-17,,,,0,0,,COM,COM 486
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,347,45250,COMM,487,Afro Am Pop Culture,N,,,,2013-08-17,,,,0,0,,COM,COM 487
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,73,12289,COMPLIT,241,Lit Topics,N,,,,2006-01-05,2009-01-06,,,0,80,,COMPLI,COMPLI 241
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,316,38824,COMPLIT,260,Europe&Its Others,N,,,,2011-09-06,,,,0,81,,COMPLI,COMPLI 260
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,145,38824,COMPLIT,260,Europe&Its Others,N,,,,2004-09-07,2010-04-21,,,0,80,,COMPLI,COMPLI 260
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,388,38824,COMPLIT,260,Europe&Its Others,N,,,,2012-09-01,,,,0,80,,COMPLI,COMPLI 260
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,391,38824,COMPLIT,260,Europe&Its Others,N,,,,2012-09-01,,,,0,83,,COMPLI,COMPLI 260
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,390,38824,COMPLIT,260,Europe&Its Others,N,,,,2012-09-01,,,,0,82,,COMPLI,COMPLI 260
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,502,38824,COMPLIT,260,Europe&Its Others,N,,,,2020-12-19,,,,0,84,,COMPLI,COMPLI 260
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,389,38824,COMPLIT,260,Europe&Its Others,N,,,,2012-09-01,,,,0,81,,COMPLI,COMPLI 260
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,381,38824,COMPLIT,260,Europe&Its Others,N,,,,,,,,0,82,,COMPLI,COMPLI 260
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,498,38934,COMPLIT,376,Lit and Ideas,N,,,,2020-08-22,,,,0,80,,COMPLI,COMPLI 376
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,451,38934,COMPLIT,376,Lit and Ideas,N,,,,2019-08-21,2019-12-20,,,0,0,,COMPLI,COMPLI 376
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,422,17308,CSP,105,Read&Wrt Sem,N,,,,2016-12-23,,,,0,0,,CS,CS 105
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,86,17308,CSP,105,Read&Wrt Sem,N,,,,2006-01-05,2014-12-31,,,0,0,,CS,CS 105
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,245,42754,CZECH,315,Czech Cinema,N,,,,2009-01-07,,,,0,0,,CZEC,CZEC 315
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,368,42754,CZECH,315,Czech Cinema,N,,,,2013-12-21,,,,0,0,,CZEC,CZEC 315
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,257,21083,DUTCH,160,First Year Sem,N,,,,,2019-01-01,,,0,0,,DUTC,DUTC 160
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,126,21083,DUTCH,160,First Year Sem,N,,,,2003-09-02,2019-01-01,,,0,0,,DUTC,DUTC 160
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,453,21083,DUTCH,160,First Year Sem,N,,,,2018-09-01,,,,0,81,,DUTC,DUTC 160
4621,"Race and Ethnicity--Valid Begin Date (Includes courses that end FA05 or later); Transfer, Test & Other OFF - This includes courses with no valid begin dates, but has other defining factors.",1901-01-01,A,351,45289,DUTCH,340,Amsterdam,N,,,,2013-08-17,,,,0,0,,DUTC,DUTC 340
